1004

hql	jpql	1
('hql', 'more', 'jpql', '', '16886935', 'because hql is more or less superset of jpql it of course works also in hql\n')
('udp', 'better', 'tcp', '', '17509301', 'i did some research and found that udp may be more suitable in this case because udp hole punching works much better than tcp hole punching\n')
('udp', 'easier structured', 'tcp', 'usability', '8059790', 'udp packets are easier structured than tcp packets but sacrifice security for their size\n')
('tcp', 'much more complicated', 'udp', 'usability', '9235592', '+ consider that the implementation of tcp stack is much more complicated than udp more instructions are executed there\n')
('udp', 'faster', 'tcp', 'performance', '8110762', 'i don t think you should make the assumption that udp is faster than tcp\n')
('udp', 'less', 'tcp', '', '9287416', 'udp is less reliable on a wide area network but in a closed environment of a vm talking to its host you can safely skip all the tcp reliability stuff\n')
('tcp', 'bigger payload', 'udp', 'memory', '3156544', 'tcp sockets- guaranteed delivery bigger payload than udp cumbersome to setup for web based solutions\n')
('udp', 'faster reliable communication', 'tcp', 'performance', '4361953', 'http is an application layer protocol which could be encapsulated with a protocol that uses udp providing arguably faster reliable communication than tcp\n')
('udp', 'faster', 'tcp', 'performance', '18107414', 'as a general rule udp is faster than tcp due to less protocol overhead\n')
('tcp', 'harder problem', 'udp', '', '10491782', 'but it sounds like you want to do nat traversal over tcp which is a harder problem than udp\n')
('tcp', 'more reliable', 'udp', 'reliability', '4551201', 'you could get them to do a udp multicast within a lan environment to identify the programs using protocol messages then have a stored cache of each other s identity and then use tcp to connect and do main exchanging of messages which is more reliable than udp\n')
('udp', 'faster', 'tcp', 'performance', '12855045', 'in a native application i would use udp for the most data player position ... because it s way faster than tcp and it s uncritical when it is lost\n')
('udp', 'better otherwise', 'tcp', '', '11338428', 'short answer if you can tolerance with any packet loss udp is better otherwise tcp\n')
('udp', 'better', 'tcp', '', '16924212', 'this was surprising for me as i expected udp to perform better than tcp\n')
('udp', 'faster', 'tcp', 'performance', '2280675', 'also see this other so answer about the misconception that udp is always faster than tcp\n')
('tcp', 'more secure', 'udp', '', '22152967', 'the decision on yours the tcp protocol used for connection oriented network that is more secure than udp\n')
('tcp', 'faster', 'udp', 'performance', '638446', 'for example i read an experiment in which a stream of 300 byte packets was being sent over ethernet 1500 byte mtu and tcp was 50 faster than udp\n')
('udp', 'faster', 'tcp', 'performance', '24726976', 'only when packets can be discarded unordered can udp be faster than tcp\n')
('udp', 'better', 'tcp', '', '16924352', 'scenario where udp is better than tcp\n')
('udp', 'lighter', 'tcp', 'memory', '19535121', 'yes udp is much much lighter than tcp\n')
('udp', 'more popular', 'tcp', 'usability', '7400055', 'udp is more popular in nat punching because provides much better results than tcp\n')
('tcp', 'much more', 'udp', '', '10861938', 'it was introduced since the nat traversal for tcp is much more complicated than udp\n')
('tcp', 'slower', 'udp', 'performance', '21729285', 'try to increase timeout value tcp is slower than udp\n')
('tcp', 'worse', 'udp', '', '25587789', 'if your client connections are more or less permanent and not too many clients are connected at the same time tcp is only slightly worse than udp\n')
('tcp', 'socket even more likely', 'udp', '', '6527310', 'tcp socket is even more likely than udp socket but both work\n')
('tcp', 'bigger packages', 'udp', 'memory', '9047258', 'the problem is that tcp creates bigger packages of data while udp uses 8 kb of data blocks\n')
('udp', 'less', 'tcp', '', '799142', 'udp has less overhead than tcp and is therefore faster\n')
('tcp', 'more complicated', 'udp', 'usability', '9235592', '+ consider that the implementation of tcp stack is much more complicated than udp more instructions are executed there\n')
('udp', 'lower', 'tcp', '', '10624972', 'like matzi suggested udp gives you lower latency and lower packet overhead as the header is smaller than tcp but on the downside the delivery of the packet to the destination is never guaranteed ie\n')
('udp', 'easier', 'tcp', 'usability', '20769240', 'as such traversing a nat through udp is much easier than tcp\n')
('tcp', 'faster', 'udp', 'performance', '8930717', 'is sending packets via an established tcp connection after all hand shaking has been done a method to be faster than udp\n')

pdfbox	itext	3
('pdfbox', 'better', 'itext', '', '584198', 'start with pdfbox as it s text extraction abilities are better than itext s\n')
('pdfbox', 'less mature', 'itext', '', '10496107', 'on the downside pdfbox is less mature than itext so it has less features and documentation available\n')
('pdfbox', 'less', 'itext', '', '10496107', 'on the downside pdfbox is less mature than itext so it has less features and documentation available\n')

lxml	beautifulsoup	31
('lxml', 'faster', 'beautifulsoup', 'performance', '4025244', 'you ll probably find that lxml runs faster than beautifulsoup but in my uses beautifulsoup was very easy to learn and use and handled typical crappy html as found in the wild well enough that i don t have need for anything else\n')
('lxml', 'faster', 'beautifulsoup', 'performance', '4295387', 'it s generally accepted that lxml is faster than beautifulsoup ref\n')
('lxml', 'faster', 'beautifulsoup', 'performance', '14164350', 'edit don t use this for html work use the lxml library it s python based and much faster than beautifulsoup\n')
('lxml', 'faster', 'beautifulsoup', 'performance', '880821', 'i ve found that even if lxml is faster than beautifulsoup for documents that size it s usually best to try to reduce the size to a few kb via regex or direct stripping and load that into bs as you are doing now\n')
('lxml', 'better', 'beautifulsoup', '', '5778559', 'regarding beautifulsoup lxml is more efficient and in my experience can handle broken html better than beautifulsoup\n')
('lxml', 'better', 'beautifulsoup', '', '5890829', 'one of the things that makes lxml better than beautifulsoup is support for proper css-like class selection or even supports full css selectors if you want to use them\n')
('lxml', 'significantly more powerful', 'beautifulsoup', 'usability', '5999808', 'lxml is significantly more powerful and robust than beautifulsoup in my experienced opinion\n')
('lxml', 'more efficient', 'beautifulsoup', 'performance', '5778559', 'regarding beautifulsoup lxml is more efficient and in my experience can handle broken html better than beautifulsoup\n')
('lxml', 'faster', 'beautifulsoup', 'performance', '6649888', 'lxml is much faster than beautifulsoup and probably the fastest parser available for python\n')
('beautifulsoup', 'better', 'lxml', '', '19670433', 'i prefer to use beautifulsoup better than lxml\n')
('lxml', 'faster', 'beautifulsoup', 'performance', '3215955', 'lxml is faster than beautifulsoup i think and has much better functionality while remaining relatively easy to use\n')
('lxml', 'faster', 'beautifulsoup', 'performance', '6728412', 'pyquery is based on lxml so it s also much faster than beautifulsoup\n')
('lxml', 'faster', 'beautifulsoup', 'performance', '15432775', 'how can i find all div and span tags with order preserved.with beautifulsoup it is very simple but i switched recently to lxml since it is much faster than beautifulsoup\n')
('lxml', 'much faster', 'beautifulsoup', 'performance', '6649888', 'lxml is much faster than beautifulsoup and probably the fastest parser available for python\n')
('beautifulsoup', 'more', 'lxml', '', '1648539', 'beautifulsoup is more suitable for html parsing than lxml\n')
('beautifulsoup', 'more suitable', 'lxml', '', '1648539', 'beautifulsoup is more suitable for html parsing than lxml\n')
('lxml', 'significantly more', 'beautifulsoup', '', '5999808', 'lxml is significantly more powerful and robust than beautifulsoup in my experienced opinion\n')
('lxml', 'less painful', 'beautifulsoup', '', '16958218', 'lxml will let you use xpath here which i think will be less painful than beautifulsoup s interface\n')
('lxml', 'also more features', 'beautifulsoup', 'usability', '2430575', 'lxml also has more features and offers beautifulsoup too\n')
